I;AACDM
I;AADV1
I;AADVC
I;AADVO
I;AAFR5
I;AAFRC
I;AAFRL
I;AAFRO
I;AAIS5
I;AAISC
I;AAISO
I;AAS2C
I;AASPL
I;AASPS
I;ABA14
I;ABA15
I;ABA1L
I;ABA1S
I;ABA2C
I;ABAS1
I;ABAS4
I;ABAS5
I;ABASL
I;ABASS
I;ABCLL
I;ABCLM
I;ABCLO
I;ABKT5
I;ABKTA
I;ABKTC
I;ABKTL
I;ABKTS
I;ABUDL
I;ABUDS
I;AC2IC
I;ACH2C
I;ACHAC
I;ACHIC
I;ACHIF
I;ACLOG
I;ACNVC
I;ACVRM
I;ACVRO
I;ADBA1
I;ADBA2
I;ADEI5
I;ADEIC
I;ADEIF
I;ADEIO
I;ADET1
I;ADET4
I;ADET5
I;ADETL
I;ADETS
I;ADLG1
I;ADLG4
I;ADLG5
I;ADLGL
I;ADLGS
I;ADSN4
I;ADSNL
I;ADSNS
I;AEDIC
I;AEGAC
I;AEV1C
I;AEVT5
I;AEVTO
I;AEXR5
I;AEXRL
I;AEXRS
I;AFOLC
I;AFOLO
I;AGEX4
I;AGEXL
I;AGEXS
I;AHLB4
I;AHLBO
I;AHLP1
I;AHLP2
I;AHVB4
I;AHVB5
I;AHVB6
I;AHVBO
G;AI-005FIL-ABASLIN
I;AIBRL
I;AIBRM
I;AIBRO
I;AINI5
I;AINIC
I;AINIF
I;AINIO
I;AINT1
I;AINT5
I;AINTL
I;AINTS
I;AISTO
I;AJST1
I;AJST5
I;AJST6
I;AJST7
I;AJSTC
I;AJSTL
I;AJSTO
R;AKHDCNDO
R;ALACCJUS1
R;ALACCJUS6
R;ALACCJUS8
R;ALACCJUS9
R;ALACCLST
R;ALACPINT
R;ALADBAL
R;ALADLGS
R;ALAFRAUT
R;ALAIBRTAB
R;ALANTUS
R;ALARETAUT
R;ALAUBKEBKT
R;ALAUBKETAB
R;ALAUBKETRC
R;ALAUBKETRT
R;ALAUDINVCE
R;ALBA1AUT
R;ALBA1S
R;ALBASS
R;ALBDP001
R;ALBILHOF
R;ALBMBHOF
R;ALBOE052
R;ALBSH187
R;ALBSH188
R;ALBSH500
R;ALBSH600
R;ALBSHHOF
R;ALBSHXLS
R;ALCAUSSTQ
R;ALCBI001
R;ALCHARGES
R;ALCHKDEC
R;ALCNVCLSAC
R;ALCONDCUST
R;ALCPLBAL
R;ALCRYMONIT
R;ALCUSBAL
R;ALCUSTMIL
R;ALDETAUT
R;ALDETBSC
R;ALDETBSH
R;ALDETHOF
R;ALDETPOL
R;ALDLAVGBAL
R;ALDLBSHRCN
R;ALDLCBITAC
R;ALDLCBITCS
R;ALDLCBITLC
R;ALDLCBITMV
R;ALDLCBRCTP
R;ALDLCBRPT
R;ALDLCTPSIS
R;ALDLCUSBAL
R;ALDLL372NY
R;ALDLLABA1S
R;ALDLLACCR
R;ALDLLADETS
R;ALDLLATLAS
R;ALDLLAWV
R;ALDLLBALBV
R;ALDLLBOS
R;ALDLLCBRAT
R;ALDLLCBRGE
R;ALDLLCCRCN
R;ALDLLCPCA
R;ALDLLCRSGE
R;ALDLLCUSAC
R;ALDLLCUST
R;ALDLLDIBA
R;ALDLLELSAG
R;ALDLLGFRS
R;ALDLLGRP1
R;ALDLLGRP2
R;ALDLLGXINV
R;ALDLLINT
R;ALDLLINT2
R;ALDLLKPMG
R;ALDLLLCBNS
R;ALDLLMVT
R;ALDLLOFA
R;ALDLLTOTB
R;ALDLLWBF
R;ALDLLXNPVB
R;ALDLREPFFT
R;ALDLREPLOA
R;ALDLREPRSK
R;ALDLREPSUB
R;ALDLSUMVT
R;ALDRMACC
R;ALESPBSH
R;ALEXCRAT01
R;ALEXCRAT02
R;ALFCM130
R;ALFOLCHK
R;ALFOLDIR
R;ALFXDYMVT
R;ALGENINTCD
I;ALGR4
I;ALGRL
I;ALGRS
R;ALHKM001
R;ALHKM002
R;ALHKME01
R;ALHKMF01
R;ALHKMI01
R;ALHKMJ01
R;ALHKMK01
R;ALHKML01
R;ALHKMM01
R;ALHKMS01
R;ALHKMX01
R;ALINTBAL
R;ALINTINT
R;ALINTREP
R;ALINTRES
R;ALJSTCON
R;ALKOLCONF
R;ALLACBNK
R;ALLBRAUT
R;ALLSTADETS
R;ALLZB001
R;ALMARCOV
R;ALMRGGAL
R;ALMVTFUT
R;ALMVTREP1
R;ALMVTREP2
R;ALMVTREP3
R;ALMVTREP4
R;ALMVTREPI
R;ALMVTREPIT
I;ALNDM
R;ALNOSFXPOS
R;ALOVDETS
R;ALPORBSH
R;ALRBRCHK
R;ALRBRO
R;ALRESHIS
R;ALRGRPOS
R;ALRGRPOS2
R;ALRGRPOS3
R;ALROOTBKT
R;ALRTBKELIS
R;ALSDTAXAUT
R;ALSIHINT
R;ALSPCDTAUT
R;ALTABABSL
R;ALTAXHST
R;ALTAXKOL
R;ALTLLCNV
R;ALUIC001
R;ALUNUSEDRL
R;ALVERPL
I;AMDC4
I;AMDC5
I;AMDCC
I;AMDCF
I;AMDCG
I;AMDCH
I;AMDCM
I;AMDCO
I;AMVT1
I;AMVT5
I;AMVT6
I;AMVT7
I;AMVT8
I;AMVT9
I;AMVTC
I;AMVTM
I;AMVTO
I;ANCPM
I;ANEUL
I;ANEUM
I;ANEUO
I;ANOS1
I;ANOSC
I;ANTU4
I;ANTUL
I;ANTUS
G;AP-001ROOT-CHECK
G;AP-003ABA1-EXIST
G;AP-004FOLBALCHK
G;AP-006MOD-CACCCAT
G;AP-007THEOR-CLDAY
G;AP-008TRL-CACCCAT
G;AP-009CHECK-INVEN
G;AP-010OFLREP
R;APAGEXS
I;APBO5
I;APBOM
I;APPNL
I;APPNM
I;APPNO
I;ARBR1
I;ARBRL
I;ARBRM
I;ARBRO
I;ARCDL
I;ARCDM
I;ARCDO
I;AREI5
I;AREIC
I;AREIF
I;AREIO
I;ARES1
I;ARES4
I;ARESL
I;ARESS
I;ARETC
I;ARETL
I;ARETO
I;AROTL
I;AROTM
I;AROTO
I;ARPP4
I;ARPPM
I;ARPPO
I;ASEL5
I;ASELL
I;ASELM
I;ASELO
I;ASPAL
I;ASPAM
I;ASPAS
I;ASPI5
I;ASPIF
I;ASPIM
I;ASPIO
I;ASTDM
I;ASTDO
I;ASTM4
I;ASTMO
I;ASTMS
I;ATAD5
I;ATADL
I;ATADM
I;ATADO
I;ATAH5
I;ATAHL
I;ATAHS
I;ATAX5
I;ATAXL
I;ATAXM
I;ATAXO
I;ATDC4
I;ATDCL
I;ATDCS
I;ATEC1
I;ATECC
I;ATLLM
I;ATMPO
I;ATRC5
I;ATRCA
I;ATRCL
I;ATRCS
I;ATRDO
I;ATRT5
I;ATRTL
I;ATRTS
I;ATXC5
I;ATXCL
I;ATXCM
I;ATXCO
R;AUACRRPR
R;AUACRRPR01
R;AUACRRPR02
R;AUATRCSDUP
R;AUATRDODEL
R;AUAUDINVCE
R;AUBA1DEL
R;AUBASS
R;AUBATDTE
R;AUBKEAIS
R;AUBKEFOLRT
R;AUBKEGEN
R;AUBKEGENRT
R;AUBKEGENRV
R;AUBKELIS
R;AUCHACAL
R;AUCHASTD
R;AUCHKCAT
R;AUCLNADETS
R;AUCLNHVB
R;AUCLSACC
R;AUCLSACC1
R;AUCLSNOS
R;AUCNVACC
R;AUCNVACCR
R;AUCNVADETS
R;AUCNVLCCYS
R;AUCNVLOC
R;AUCOVCAL
R;AUCRADV
R;AUCROSSEXR
R;AUCTPSHN
R;AUCTPSHN2
R;AUDACBAL
R;AUDELGRID
R;AUDELICIY
R;AUDLLTAT
R;AUDRMACC
R;AUDTEASP
R;AUEOYPOSE
R;AUEURACC
R;AUEURPOL0
R;AUEURPOL1
R;AUEURPOL2
R;AUEURPOL3
R;AUEXRASP
R;AUEXRDEV
R;AUFCMJAN
R;AUFOLSET0
R;AUGXACC
R;AUGXACR
R;AUGXBUD
R;AUGXPRE
R;AUHKGINBRA
R;AUHOLUPD
R;AUINTCAL
R;AUINTCFD
R;AULDACGTAB
R;AULDBIL
R;AULDGMEXR
R;AULDGMINT
R;AULDNCPINT
R;AULOADEXR
R;AULOADFOL
R;AULOADMDC
R;AULOCDET
R;AULOCDUP
R;AULOCRES
R;AUMDCCOP
R;AUMDCDUP
R;AUMDCFUP
R;AUMDCREP
R;AUMVTCLN
R;AUNEWEMU
R;AUNTUDEL
R;AUOFBALMVT
R;AUOLDBVA
R;AUPDGMEXR
R;AUPDGMINT
R;AUPLINIT
R;AUPRRTAUEN
R;AUPURACPI
R;AURGRPOS
R;AURGRPOS2
R;AURGRPOS4
R;AURNDDET
R;AURVMVT
R;AUSAVTAB
R;AUSHFBAL
R;AUSPADEL
R;AUSTM942RT
R;AUSTMCCR
R;AUSTMKOC
R;AUSTMLOJ
R;AUSTMPR2
R;AUSTMPRC
R;AUSTMTLL
R;AUTKACGTAB
R;AUTLLWP
R;AUXNPINT
I;BABSM
R;BASEFR150
R;BASEFR175
R;BASEFR200
R;BASEFR220
R;BASEFRAMES
I;BASW5
I;BASWA
I;BASWO
I;BATCH
I;BBOK5
I;BBOKS
I;BDAUT
I;BDL2C
I;BDLA5
I;BDLAO
I;BDLAX
I;BDLE5
I;BDLG5
I;BDLGA
I;BDLGL
I;BDLGO
R;BDLGRDO
I;BDLGX
I;BDLPM
I;BDLPO
I;BDLT5
I;BDLTM
I;BDLTO
I;BDLTX
I;BDLVM
R;BEGBATCH
I;BEUR2
I;BEURM
I;BIAUT
I;BICTM
I;BICTO
I;BICTX
G;BI-GET-IRCE
I;BIS2C
I;BISPA
I;BISPM
I;BISPO
I;BISPX
I;BISS5
I;BISSA
I;BISSO
I;BISSX
I;BITTO
R;BLACJUSPOR
R;BLASWSUM
R;BLBDLINV
R;BLBDLPOR
R;BLBISINV
R;BLBNDDL
R;BLDEATCK
R;BLDLL
R;BLDLYFWD
R;BLDLYINVPL
R;BLDLYPOS
R;BLDLYTRDPL
R;BLGFIDL
