R;BLMBSLST
R;BLPARSEC
R;BLPBDEAL
R;BLPORRTI
R;BLUSADL
R;BLWARBO
G;BP-001DET-MYINF
G;BP-001SAMOPN
G;BP-002SAMCLS
G;BP-010MUSOPN
G;BP-011MUSCLS
G;BP-012MUSERR
G;BP-013MUSSND
G;BP-014MUSRQS
G;BP-015MUSRSP
G;BP-016MUSPAS
G;BP-017MUSGETMSG
G;BP-018MUSGETRSP
G;BP-019MUSGETANY
G;BP-020SAGOPN
G;BP-021SAGCLS
G;BP-022SAGERR
G;BP-023SAGBEGSSN
G;BP-024SAGCPYMSG
G;BP-025SAGCREMSG
G;BP-026SAGDSCMSG
G;BP-027SAGENDMSG
G;BP-028SAGENDSSN
G;BP-029SAGGETNXT
G;BP-030SAGMSGGRN
G;BP-031SAGPGEQUE
G;BP-032SAGREADAT
G;BP-033SAGREARCD
G;BP-034SAGSHWINP
G;BP-035SAGWAIINP
G;BP-036SAGWRTRCD
G;BP-040ESYOPN
G;BP-041ESYCLS
G;BP-042ESYERR
G;BP-043SNDQST
G;BP-044GETQST
G;BP-045SNDRSP
G;BP-046GETRSP
I;BPOR5
I;BPOR6
I;BPORM
I;BPORS
I;BPOT5
I;BPOTO
I;BPRD5
I;BPRDA
I;BPRDO
I;BPRDX
I;BREDA
I;BREDM
I;BREDO
I;BREDX
I;BREP1
I;BREPM
I;BREPO
I;BRPIO
I;BSPIM
I;BSPIO
I;BSWC5
I;BSWCM
I;BSWS5
R;BUCHGISIN
R;BUDELCON
R;BUDELLIQ
R;BUDLYABS
R;BUDLYCLU
R;BUDLYMBS
R;BUDLYMBSYD
R;BUEURACC
R;BUEURCNV
R;BUEURLIQ
R;BUEURREC
R;BUINTACC2
R;BUINTACCR
R;BUMBSPOOL
R;BUMKSWBAT
R;BUMKSWIFT
R;BUMLYACRBO
R;BUMLYMBS
R;BUMLYTRD
R;BUMRGISS
R;BUPOOLFAC
R;BUPRCLOAD
R;BUUPDBDLTO
R;BUUPDBNDSN
I;CBFM5
I;CBFMO
I;CC3PL
I;CC3PM
I;CC3PO
I;CCBRO
I;CCDI5
I;CCDIL
I;CCDIS
I;CCFPO
I;CCGR5
I;CCGRL
I;CCGRS
I;CCMCC
I;CCME5
I;CCMH1
I;CCMH4
I;CCMH5
I;CCMHA
I;CCMHC
I;CCMHL
I;CCMHO
I;CCMIC
I;CCOCL
I;CCOCM
I;CCOCO
I;CCOM5
I;CCOML
I;CCOMS
I;CCORL
I;CCORM
I;CCORO
I;CCPIA
I;CCPOA
I;CCRE1
I;CCRE5
I;CCREO
I;CCRXO
I;CCTPC
I;CCUSC
I;CCUSO
I;CDFAO
I;CDIAL
I;CDIAO
I;CEXP5
I;CEXPS
I;CEXRM
I;CEXRO
I;CEXSM
I;CEXSO
I;CFA1M
I;CFA2C
I;CFA2M
I;CFAC1
I;CFAC2
I;CFAC5
I;CFAC6
I;CFACC
I;CFACL
I;CFACO
I;CFACS
I;CFAI5
I;CFAIA
I;CFAIO
I;CFARM
I;CFAT1
I;CFAT5
I;CFATO
I;CFCRO
I;CFDD5
I;CFDDC
I;CFDDL
I;CFDDO
I;CFFEM
I;CFFEO
I;CFIIA
I;CFIIC
I;CFINA
I;CFNI1
I;CFNIA
I;CFNIC
I;CFNO1
I;CFNOA
I;CFNOC
I;CFOIA
I;CFOIC
I;CFRS1
I;CFRSL
I;CFRSM
I;CFRSO
I;CFUPM
I;CFUPO
I;CFUS5
I;CFUSM
I;CFUSO
I;CFXRM
I;CFXRO
I;CGAT1
I;CGAT5
I;CGATO
I;CGUA2
I;CGUA5
I;CGUAL
I;CGUAS
I;CGUCL
I;CGUCM
I;CGUCO
I;CGURL
I;CGURM
I;CGURO
I;CHFCM
I;CHFCO
G;CI-001-CALC-ENDAT
G;CI-001-CALC-STDAT
G;CI-001-ICALC-ENDT
G;CI-001-ICALC-STDT
G;CI-003-FILL-RCPV6
G;CI-011-FILL-RCON6
G;CI-012-FILL-RCON6
G;CI-013-GET-RISK
G;CI-014-CFACS-CHK
G;CI-ADD-CPTIO
G;CI-CAL-AMOUNT
G;CI-DUP-REM-INT
G;CI-EST-AMOUNT
G;CI-FILL-CMTIM
G;CI-FILL-CMTLM
G;CI-FIN-PAYM-CHECK
G;CI-INC-PAYM-CHECK
G;CI-INC-PAYM-GROUP
G;CI-INC-PAYM-INQ
G;CI-INC-PAYM-INST1
G;CI-INC-PAYM-INSTR
G;CI-INTR-DUPREMINT
G;CI-LOG-CCMHO
G;CI-LOG-CMTLO
G;CI-LOG-CPTIO
I;CINI1
I;CINIA
I;CINIC
I;CINO1
I;CINOA
I;CINOC
G;CI-OUT-IPAYM-INST
G;CI-OUT-PAYM-CHECK
G;CI-OUT-PAYM-GROUP
G;CI-OUT-PAYM-INQ
G;CI-OUT-PAYM-INST1
G;CI-OUT-PAYM-INSTR
G;CI-STATUS-CMTLO
G;CI-TABLE-SELECT
I;CITIA
I;CITIC
G;CI-UPD-CPTIO
R;CLAUDCNF
R;CLBANKLIM1
R;CLBANKLND1
R;CLBANKLOA1
R;CLBCKWG18
R;CLBGECOMM
R;CLBNKEXP
R;CLCALLDEP
R;CLCASHINT
R;CLCBNREL
R;CLCCRYOUT
R;CLCHECKFAC
R;CLCHKCGURO
R;CLCMCONAL
R;CLCMLOALST
R;CLCMOUTIN2
R;CLCMOUTINT
R;CLCOMCHGE
R;CLCOMDCT
R;CLCOMDCTG
R;CLCOMINT
R;CLCOMMLIST
R;CLCOMMLST
R;CLCOMNEW
R;CLCOMOUT
R;CLCOMTOPAY
R;CLCOMUNPAI
R;CLCOMWAR
R;CLCONSELCM
R;CLCPACC
R;CLCPACCT
R;CLCPACIRC
R;CLCPACRS
R;CLCPBND
R;CLCPBNDC
R;CLCPBNDL
R;CLCPBRCH
R;CLCPBROK
R;CLCPBVAL
R;CLCPCBN
R;CLCPCHA
R;CLCPCHQE
R;CLCPCO
R;CLCPCTP
R;CLCPCTP2
R;CLCPCTRY
R;CLCPCURR
R;CLCPEO
R;CLCPEXC
R;CLCPFAC
R;CLCPFAM
R;CLCPFRA
R;CLCPFX
R;CLCPGUA
R;CLCPIRS
R;CLCPLD
R;CLCPLDCM
R;CLCPPFTC
R;CLCPPMNT
R;CLCPPMT2
R;CLCPPMTC
R;CLCPPRD
R;CLCPPRNL
R;CLCPRATE
R;CLCPRES
R;CLCPSEC
R;CLCPSHR
R;CLCPSHRLI
R;CLCPSHRM
R;CLCPSIM
R;CLCROCO
R;CLCRYCTP
R;CLCRYOUT2
R;CLCRYOUTD
R;CLCRYOUTR
R;CLCTPRISAS
R;CLCUSACCOF
R;CLCUSCOM
R;CLCUSTLIM1
R;CLCUSTLND1
R;CLCUSTLOA1
R;CLCUSTLOA2
R;CLDLL
R;CLDLLAGZ
R;CLDLLISIMO
R;CLDLLORM
R;CLDLRAVA
R;CLDLYCALL
R;CLDLYMVT
R;CLEQOPOUT
R;CLEQOPOUT2
R;CLEXSOUTO
R;CLEXSSPOT
R;CLEXSSPOT2
R;CLFACCRCS
R;CLFACCRTRE
R;CLFACDOCIN
R;CLFACFDD
R;CLFACFIMAT
R;CLFACFLFCR
R;CLFACINT
R;CLFACINTRM
R;CLFACINVRE
R;CLFACIRFFT
R;CLFACIRV2M
R;CLFACLNREP
R;CLFACMAT2M
R;CLFACMEMRE
R;CLFACNHOAP
R;CLFACOUTRE
R;CLFACOVER
R;CLFACREPRE
R;CLFACREPWA
R;CLFACUNU
R;CLFACWAR
R;CLFAMFLFCR
R;CLFUSLST
R;CLGUACOM
R;CLGUAINTER
R;CLGUAISSRE
R;CLGUAMEMRE
R;CLGUAPMT
R;CLGUAREPRE
R;CLGUATRANS
R;CLGUAWAR
R;CLGUAXDMAT
R;CLHOLWARN
R;CLLDCMAUT
R;CLLDCMDEAL
R;CLLDMMDEAL
R;CLLISABA1S
R;CLLOAOUT
R;CLLSTWAR
R;CLMTBNKPFY
R;CLMTCUSPF2
R;CLMTCUSPFY
R;CLMTDBLDEP
R;CLMTDEALS
R;CLMTDEANEW
R;CLMTEXECUT
R;CLMTPORTFL
R;CLMTWARMAT
G;CLOSEDOWN
G;CLOSEUPDATE
R;CLOUTBLEBD
R;CLOUTDEPFA
R;CLPBAUM
R;CLPBLIST
R;CLPBPORTF
R;CLPERSONNL
R;CLPRIBASLN
R;CLPRIBASSM
R;CLPRIBNK
R;CLPRIBNK2
R;CLPRIBNK3
R;CLPRIDEALS
R;CLRCPV6
R;CLRTROUT
R;CLSECCOMP
R;CLSECFIMAT
R;CLSECFLFCR
R;CLSECINT
R;CLSECINVRE
R;CLSECMAT2M
R;CLSECMATRE
R;CLSECMEMRE
R;CLSECTYP2C
R;CLSECTYP2M
R;CLSHRCMP
R;CLSHRCUST
R;CLSHRDVD
R;CLSHRFEE
R;CLSHRLIST
R;CLSHRMAS
R;CLSHRMOST
R;CLSHROUT
R;CLSHRPORTF
R;CLSHRPROF
R;CLSHRPROLO
R;CLSHRSECVL
R;CLSHRVOL
R;CLSYNSUB
R;CLWARROLL
R;CLWARROLL2
R;CLWHTSDT
R;CLYRLYTAX
I;CMHI5
I;CMHIA
I;CMHIC
I;CMHIF
I;CMHIO
I;CMRGL
I;CMRGM
I;CMRGO
I;CMTBL
I;CMTBO
I;CMTC5
I;CMTCO
I;CMTCS
I;CMTD1
I;CMTD5
I;CMTDC
I;CMTEX
I;CMTHE
I;CMTI4
I;CMTI5
I;CMTIF
I;CMTIM
I;CMTIO
I;CMTL4
I;CMTL5
I;CMTLL
I;CMTLM
I;CMTLO
I;CMTTC
I;CMTVM
R;CNTRYBYBBL
R;CNTRYBYISO
R;CNTRYBYLOC
I;COMSO
I;COTIA
I;COTIC
G;CP-001CTPINBACINA
G;CP-001-NXT-DRIM
G;CP-001-NXT-PMTINT
G;CP-001-PMTCHK
G;CP-002-NBR-PMTINT
G;CP-003-INT-CAL
G;CP-004DELFACILITY
G;CP-005DELSECURITY
G;CP-006FORMCHCK
G;CP-006-SWIFT-TXT
G;CP-008UPDNVM
G;CP-010-SHARE-WGH
I;CPAY1
I;CPAYA
I;CPAYC
I;CPBC5
I;CPBCA
I;CPBCC
I;CPBCO
I;CPBGM
I;CPBGO
I;CPBO2
I;CPBP5
I;CPBPM
I;CPBPO
I;CPIIC
I;CPOIC
I;CPOS5
I;CPTD1
I;CPTDC
I;CPTIC
I;CPTIL
I;CPTIO
G;CP-UPD-CASH-FLOW
I;CPYIA
I;CPYIC
I;CRCIA
I;CRCIC
I;CRCYM
I;CREC1
I;CRECA
I;CRECC
I;CREP5
I;CREPL
I;CREPM
I;CREPO
I;CREXM
I;CREXO
I;CRIIA
I;CRIIC
I;CRISO
I;CRMI1
I;CRMIA
I;CRMIC
I;CRMO1
I;CRMOA
I;CRMOC
I;CROCL
I;CROCM
I;CROCO
I;CROIA
I;CROIC
I;CRTR1
I;CRTR3
I;CRTRO
I;CRXMO
I;CSC1M
I;CSC2M
I;CSCOL
I;CSCOM
I;CSCOO
I;CSCYM
I;CSE1M
I;CSE2C
I;CSE2M
I;CSE3C
I;CSEC1
I;CSEC2
I;CSEC4
I;CSEC5
I;CSEC6
I;CSECF
I;CSECL
I;CSECS
I;CSEI5
I;CSEIO
I;CSH2A
I;CSHA5
I;CSHAA
I;CSHAL
I;CSHAO
I;CSHC5
I;CSHCO
I;CSHCS
I;CSHDS
I;CSHM5
I;CSHMA
I;CSHML
I;CSHMO
I;CSHO5
I;CSHOA
I;CSHOO
I;CSHRA
I;CSHRO
I;CSHSC
I;CSHT5
I;CSHTA
I;CSHTC
I;CSHTL
I;CSHTM
I;CSHTO
I;CSHVO
I;CSIM5
I;CSIMS
I;CSLFO
I;CSSHL
I;CSSHM
I;CSSHO
R;CUATCRLOVR
R;CUBANKEXC1
R;CUCCMHOUPD
R;CUCEXRO
R;CUCHGIPRD
R;CUCLEANCOM
R;CUCLEANDIC
R;CUCLEANRES
R;CUCOMATRDO
R;CUCOMCLEAN
R;CUCOMCRINT
R;CUCONFIF2
R;CUCONFIFS
R;CUCONFIRM
R;CUCONFMIL
R;CUCRSWCM2
R;CUCUSTEXC1
R;CUDELCM
R;CUDELCMCON
R;CUDLLRDS
R;CUDLYABN
R;CUDLYABS
R;CUDLYCOMTR
R;CUDLYCSLFO
R;CUDLYFACTR
R;CUDLYFUSTR
R;CUDLYREPWA
R;CUDLYRTR
R;CUDLYSECTR
R;CUDLYSHROP
R;CUDLYSHRTR
R;CUEXSDELH
R;CUEXSINITH
R;CUEXSOUTO1
R;CUEXSOUTOH
R;CUFACOUTS
R;CUFEECAL
R;CUFLOATRTE
R;CUGUAACCRE
R;CUGUACMCNF
R;CUGUACOMA2
R;CUGUACOMAD
R;CUGUACOMEX
R;CUGUACONTR
R;CUHKPFAC
R;CUHLPDELCM
R;CUICNFS
R;CUIFLTRTE
R;CUIPMM
R;CUIPRDCHG
R;CULDCRYRIS
R;CULOADCBFM
R;CUMAKRISCL
R;CUMAKRISCT
R;CUMAKRISSE
R;CUMATPOS
R;CUMLYACCCL
R;CUMLYRTR
R;CUMMPURI
R;CUMTCLOSE
R;CUORPHSEC
R;CUPBPORTF
R;CUPBVALUE
R;CUPDPFAC
R;CUREUTIMP
R;CURTRFAC
R;CURTRFACCH
R;CURTRFILL
R;CURTRRISCH
R;CURXMRECON
R;CUSELPAYM
R;CUSHRCUSTM
R;CUSHRDVD
R;CUSHRLOG
R;CUSHRPRCLD
R;CUSHRRESTR
R;CUTRFACSEC
R;CUTRFWAREP
R;CUUPDFAC
I;CVAL1
I;DAEQ1
I;DBAT5
I;DBATM
I;DBATO
I;DBIL5
I;DBILO
I;DBRAM
I;DCBDO
I;DCBIC
I;DCBMM
I;DCBMO
I;DCBRO
I;DCDIC
I;DCLH1
I;DCLH5
I;DCLHO
I;DCLP5
I;DCLT2
I;DCLT5
I;DCLTO
I;DCNB5
I;DCNBC
I;DCNCC
I;DCND5
I;DCND6
I;DCNDA
I;DCNDL
I;DCNDO
I;DCNDS
I;DCNDT
I;DCNI5
I;DCNIC
I;DCNIF
I;DCNIO
I;DCNP5
I;DCNPC
I;DCNT5
I;DCNTL
I;DCNTM
I;DCNTO
I;DCON5
I;DCONA
R;DCONDLIST
I;DCONO
I;DCOV1
I;DCOVO
I;DCPIC
I;DCPOO
I;DCTI5
I;DCTIF
I;DCTIM
I;DCTIO
I;DCTRM
I;DCTRO
I;DDDC5
I;DDDC6
I;DDDCL
I;DDDCM
I;DDDCO
I;DDETO
I;DDI2M
I;DDICM
I;DEBF1
I;DEBFO
I;DECHM
I;DEFIN
I;DFID1
I;DFIDO
I;DFIM5
I;DFIMO
I;DFRTC
I;DFRTO
I;DFSC5
I;DFSCF
I;DFSCI
I;DFSCL
I;DFSCM
I;DFSCO
I;DFSIF
I;DFSII
I;DFSIL
I;DFSIM
I;DFSIO
I;DGCAL
I;DGCAM
I;DGCAO
I;DHDD1
R;DHERECBAT
R;DHERECRSND
I;DHIG1
I;DHII1
I;DHII2
I;DHIN1
I;DHIU1
I;DHOG1
I;DHOI1
I;DHOI2
I;DHON1
I;DHOU1
G;DI-005-FILLDRSM5
I;DICD1
I;DICM1
I;DICM5
I;DIDD1
I;DIDDF
I;DIDE1
I;DIDEC
I;DIDEF
I;DIIE1
I;DIIEC
I;DIIEF
I;DIIG1
I;DIIGC
I;DIIGF
I;DIII2
I;DIIIF
I;DIIN1
I;DIINC
I;DIINF
I;DIIRC
I;DIIU1
I;DIIUC
I;DIIUF
I;DIO2C
I;DIOD2
I;DIODI
I;DIOE1
I;DIOEC
I;DIOEF
I;DIOG1
I;DIOGC
I;DIOGF
I;DIOI2
I;DIOIF
I;DION1
I;DIONC
I;DIONF
I;DIORC
I;DIOT1
I;DIOTC
I;DIOTF
I;DIOU1
I;DIOUC
I;DIOUF
I;DIPT5
I;DIPTL
I;DIPTO
R;DLACCBLKPM
R;DLACCDWH
R;DLACCPMT
R;DLAMBASBAL
R;DLBALCHECK
R;DLBENERRIT
R;DLBNKCHRG
R;DLCFATF7AD
R;DLCHKFREN
R;DLCHKIBOS
R;DLCLESTS
R;DLCLNCOND
R;DLCONDAUT
R;DLCONDINT
R;DLCONDLIST
R;DLCONDTYP
R;DLCUSCOM
R;DLCUSMVTPT
R;DLCUSRSD
R;DLDLCCLCUS
R;DLDLLACRIT
R;DLDLLBL
R;DLDLLCLEAT
R;DLDLLCLEGB
R;DLDLLCLEGE
R;DLDLLCLEIE
R;DLDLLCLEIT
R;DLDLLCLENL
R;DLDLLCLEPT
R;DLDLLCLESP
R;DLDLLGPIT
R;DLDLLINTIT
R;DLDLLNAL
R;DLDLLNMUT
R;DLDLLNRAMB
R;DLDLLNSTRO
R;DLDLLOUR
R;DLDLLPBINT
R;DLDLLPBOS
R;DLDLLPBPF
R;DLDLLPMNT
R;DLDLLPNLT
R;DLDLLRECON
R;DLDLLREPAT
R;DLDLLRSK
R;DLDLLSEPA
R;DLDLLSIB
R;DLDLLUNAMD
R;DLDPTROES
R;DLDRFCHG
R;DLDSTOAUT
R;DLECHANNEL
R;DLERRCDTRN
R;DLHISTDODN
R;DLHISTPC
R;DLHISTPCNL
R;DLICMACC
R;DLICMLST
R;DLICMREK
R;DLICMSTA
R;DLICMSTI
R;DLLAMCPAY
R;DLLCHQPYGB
R;DLLCTPPAY
R;DLLMANPAY
R;DLLOGLST
R;DLLPHYADR
R;DLLPMTSTAT
R;DLLSBTAX
R;DLLSPEPAY
R;DLLSTDDC
R;DLLSTILACC
R;DLNAMCHECK
R;DLNBREPES
R;DLNBREPNL1
R;DLNBREPNL2
R;DLPMT
R;DLPMTBRLST
R;DLPMTHIS
R;DLPMTTRS
R;DLPRINTSTD
R;DLRCHQSEXT
R;DLREPIT1
R;DLREPIT2
R;DLREPIT3
R;DLREPIT4
R;DLRFDD
R;DLSELPMT
R;DLSELPMTHS
